Word;phon;lemme;cgram;freqlemfilms2;freqfilms2;islem;nblettres;puorth;puphon;nbsyll;cgramortho
mariolle;maRjOl;mariolle;ADJ;0,02;0,02;1;8;7;5;2;ADJ,NOM
martelée;maRt°le;marteler;VER;1,45;0,02;0;8;0;7;3;VER
masquées;maske;masquer;VER;3,74;0,02;0;8;0;5;2;VER,ADJ
massait;masE;masser;VER;5,69;0,02;0;7;0;0;2;VER
masseras;mas°Ra;masser;VER;5,69;0,02;0;8;0;0;3;VER
massé;mase;massé;NOM;0,03;0,02;1;5;5;4;2;VER,NOM
mastar;mastaR;mastar;NOM;0,02;0,02;1;6;6;6;2;ADJ,NOM
mastiff;mastif;mastiff;NOM;0,02;0,02;1;7;6;6;2;NOM
mastère;mastER;mastère;NOM;0,02;0,02;1;7;5;6;2;NOM
mataf;mataf;mataf;NOM;0,13;0,02;1;5;5;5;2;NOM
matheuse;mat2z;matheux;NOM;0,1;0,02;0;8;0;0;2;NOM
maximums;maksimOm;maximum;NOM;14,79;0,02;0;8;0;7;3;ADJ,NOM
meiji;mEZi;meiji;ADJ;0,02;0,02;1;5;4;3;2;ADJ
membrure;m@bRyR;membrure;NOM;0,03;0,02;1;8;7;5;2;NOM
menai;m°nE;mener;VER;99,86;0,02;0;5;0;0;2;VER
menon;m2n§;menon;NOM;0,03;0,02;1;5;5;4;2;NOM
mensuel;m@s8El;mensuel;NOM;0,04;0,02;1;7;7;6;2;ADJ,NOM
mensuels;m@s8El;mensuel;NOM;0,04;0,02;0;8;0;6;2;ADJ,NOM
mentholé;m@tole;mentholé;NOM;0,03;0,02;1;8;8;5;3;ADJ,NOM
merdasse;mERdas;merdasse;ONO;0,02;0,02;1;8;5;5;2;ONO
merderai;mERd°RE;merder;VER;16,45;0,02;0;8;0;0;3;VER
merlin;mERl5;merlin;NOM;0,02;0,02;1;6;5;5;2;NOM
messine;mesin;messin;ADJ;0,02;0,02;0;7;0;0;2;ADJ
mettable;mEtabl;mettable;ADJ;0,02;0,02;1;8;5;4;2;ADJ
meuble;m9bl;meubler;VER;0,54;0,02;0;6;6;4;1;ADJ,NOM,VER
meublés;m9ble;meublé;ADJ;0,9;0,02;0;7;0;5;2;VER,ADJ,NOM
meuglait;m2glE;meugler;VER;0,28;0,02;0;8;0;0;2;VER
meule;m2l;meuler;VER;0,06;0,02;0;5;5;3;1;NOM,VER
meuler;m2le;meuler;VER;0,06;0,02;1;6;6;4;2;VER
meunière;m2njER;meunier;NOM;0,96;0,02;0;8;0;0;2;ADJ,NOM
mi-démon;midem§;mi-démon;NOM;0,02;0,02;1;8;6;5;3;NOM
mi-figue;mifig;mi-figue;NOM;0,02;0,02;1;8;6;4;2;NOM
mi-pente;mip@t;mi-pente;NOM;0,02;0,02;1;8;7;4;2;NOM
miaulant;mjol@;miauler;VER;1,15;0,02;0;8;0;0;2;VER
miché;miSe;miché;NOM;0,03;0,02;1;5;5;4;2;NOM
micmacs;mikmak;micmac;NOM;0,14;0,02;0;7;0;4;2;NOM
midrash;midRaS;midrash;NOM;0,02;0,02;1;7;4;4;2;NOM
militons;milit§;militer;VER;1,1;0,02;0;8;0;0;3;VER
miment;mim;mimer;VER;0,93;0,02;0;6;0;3;1;VER
mimis;mimi;mimi;NOM;0,44;0,02;0;5;0;4;2;NOM
minent;min;miner;VER;4,83;0,02;0;6;0;3;1;VER
minera;min°Ra;miner;VER;4,83;0,02;0;6;0;0;3;VER
minées;mine;miner;VER;4,83;0,02;0;6;0;4;2;VER
miraculé;miRakyle;miraculé;ADJ;0,02;0,02;1;8;8;8;4;ADJ,NOM
miraud;miRo;miraud;ADJ;0,02;0,02;1;6;5;4;2;ADJ
miseras;miz°Ra;miser;VER;11,8;0,02;0;7;0;0;3;VER
mistral;mistRal;mistral;NOM;0,02;0,02;1;7;5;5;2;NOM
miteuses;mit2z;miteux;ADJ;1,98;0,02;0;8;0;0;2;ADJ
mitigée;mitiZe;mitigé;ADJ;0,07;0,02;0;7;0;5;3;VER,ADJ
mitigées;mitiZe;mitiger;VER;0,22;0,02;0;8;0;5;3;VER,ADJ
mitigées;mitiZe;mitigé;ADJ;0,07;0,02;0;8;0;5;3;VER,ADJ
mitonné;mitone;mitonner;VER;0,19;0,02;0;7;0;5;3;VER
mobilisa;mobiliza;mobiliser;VER;3,99;0,02;0;8;0;0;4;VER
moire;mwaR;moire;NOM;0,04;0,02;1;5;5;4;1;NOM
moires;mwaR;moire;NOM;0,04;0,02;0;6;0;4;1;NOM
moiré;mwaRe;moiré;ADJ;0,04;0,02;1;5;5;5;2;VER,ADJ,NOM
moisies;mwazi;moisi;ADJ;0,61;0,02;0;7;0;5;2;ADJ,VER
molasse;molas;molasse;NOM;0,02;0,02;1;7;5;5;2;ADJ,NOM
moldave;mOldav;moldave;ADJ;0,02;0,02;1;7;4;4;2;ADJ,NOM
molestez;molEste;molester;VER;0,74;0,02;0;8;0;7;3;VER
molestés;molEste;molester;VER;0,74;0,02;0;8;0;7;3;VER
mollardé;molaRde;mollarder;VER;0,02;0,02;0;8;0;6;3;VER
momifiée;momifje;momifier;VER;0,25;0,02;0;8;0;6;3;VER,ADJ
momifiée;momifje;momifié;ADJ;0,24;0,02;0;8;0;6;3;VER,ADJ
momifiés;momifje;momifier;VER;0,25;0,02;0;8;0;6;3;VER,ADJ
monceaux;m§so;monceau;NOM;0,97;0,02;0;8;0;4;2;NOM
mongoles;m§gOl;mongol;ADJ;0,81;0,02;0;8;0;5;2;ADJ,NOM
monnaye;monej;monnayer;VER;0,7;0,02;0;7;0;0;2;VER
monocles;monOkl;monocle;NOM;0,56;0,02;0;8;0;6;2;NOM
moques;mOk;moque;NOM;0,29;0,02;0;6;0;3;1;NOM,VER
morbacs;mORbak;morbac;NOM;0,17;0,02;0;7;0;5;2;NOM
mordeuse;mORd2z;mordeur;ADJ;0,03;0,02;0;8;7;5;2;ADJ,NOM
moreau;mORo;moreau;ADJ;0,02;0,02;1;6;5;4;2;ADJ
morfondu;mORf§dy;morfondre;VER;1,26;0,02;0;8;8;7;3;VER,ADJ
morgane;mORgan;morganer;VER;0,26;0,02;0;7;0;0;2;VER
moricaud;moRiko;moricaud;ADJ;0,02;0,02;1;8;5;5;3;ADJ,NOM
mormone;mORmOn;mormon;NOM;0,75;0,02;0;7;0;0;2;ADJ,NOM
mortibus;mORtibys;mortibus;ADJ;0,02;0,02;1;8;6;6;3;ADJ
motilité;mOtilite;motilité;NOM;0,02;0,02;1;8;5;4;4;NOM
motivera;motiv°Ra;motiver;VER;5,5;0,02;0;8;0;0;4;VER
motivées;motive;motivé;ADJ;1,43;0,02;0;8;0;6;3;VER,ADJ
moues;mu;moue;NOM;0,78;0,02;0;5;0;2;1;NOM
moufte;muft;moufter;VER;0,2;0,02;0;6;0;0;1;VER
mouline;mulin;mouliner;VER;0,06;0,02;0;7;0;0;2;VER
moulinez;muline;mouliner;VER;0,06;0,02;0;8;0;6;3;VER
moulus;muly;moulu;ADJ;0,48;0,02;0;6;0;4;2;VER,ADJ
moulés;mule;moulé;ADJ;0,24;0,02;0;6;0;4;2;VER,ADJ
mound;mund;mound;NOM;0,02;0,02;1;5;4;4;1;NOM
mourût;muRy;mourir;VER;916,4;0,02;0;6;0;0;2;VER
muait;m8E;muer;VER;1,63;0,02;0;5;0;3;1;VER
muera;myRa;muer;VER;1,63;0,02;0;5;0;0;2;VER
muguets;mygE;muguet;NOM;0,4;0,02;0;7;0;3;2;NOM
mungo;muGo;mungo;NOM;0,02;0,02;1;5;4;3;2;NOM
muqueuse;myk2z;muqueux;ADJ;0,19;0,02;0;8;7;0;2;ADJ,NOM
muraux;myRo;mural;ADJ;0,35;0,02;0;6;0;0;2;ADJ
muridés;myRide;muridé;NOM;0,02;0,02;0;7;0;0;3;NOM
murés;myRe;murer;VER;1,39;0,02;0;5;0;4;2;VER
musclées;myskle;muscler;VER;1,46;0,02;0;8;0;6;2;VER,ADJ
muselés;myz°le;museler;VER;0,4;0,02;0;7;0;6;3;VER
musettes;myzEt;musette;NOM;0,77;0,02;0;8;0;4;2;NOM
mutable;mytabl;mutable;ADJ;0,03;0,02;1;7;6;6;2;ADJ
mutagène;mytaZEn;mutagène;ADJ;0,02;0,02;1;8;5;5;3;ADJ
mutilait;mytilE;mutiler;VER;2,62;0,02;0;8;0;0;3;VER
myéloïde;mjeloid;myéloïde;ADJ;0,02;0,02;1;8;6;6;3;ADJ
mâtiné;matine;mâtiner;VER;0,03;0,02;0;6;6;6;3;VER,ADJ
médiane;medjan;médiane;NOM;0,02;0,02;1;7;7;6;2;ADJ,NOM
médianes;medjan;médian;ADJ;0,29;0,02;0;8;0;6;2;ADJ
médis;medi;médire;VER;0,35;0,02;0;5;0;0;2;VER
médisez;medize;médire;VER;0,35;0,02;0;7;0;0;3;VER
méditiez;meditje;méditer;VER;5,49;0,02;0;8;0;0;3;VER
méforme;mefORm;méforme;NOM;0,02;0,02;1;7;4;4;2;NOM
mégalos;megalo;mégalo;ADJ;0,34;0,02;0;7;0;6;3;ADJ,NOM
mégote;megOt;mégoter;VER;0,43;0,02;0;6;0;0;2;VER
ménagée;menaZe;ménager;VER;5,12;0,02;0;7;0;6;3;VER
métallo;metalo;métallo;NOM;0,02;0,02;1;7;7;6;3;NOM
métisses;metis;métis;NOM;2,12;0,02;0;8;0;5;2;ADJ,NOM
métrique;metRik;métrique;NOM;0,04;0,02;1;8;6;6;2;ADJ,NOM
mézigue;mezig;mézigue;PRO:per;0,02;0,02;1;7;6;4;2;PRO:per
nable;nabl;nable;NOM;0,02;0,02;1;5;4;4;1;NOM
nagerais;naZ°RE;nager;VER;30,36;0,02;0;8;0;0;3;VER
nagerait;naZ°RE;nager;VER;30,36;0,02;0;8;0;0;3;VER
naines;nEn;nain;ADJ;2,15;0,02;0;6;0;0;1;ADJ,NOM
nanisme;nanizm;nanisme;NOM;0,02;0,02;1;7;4;4;2;NOM
nankin;n@k5;nankin;NOM;0,02;0,02;1;6;4;3;2;NOM
nantie;n@ti;nanti;NOM;0,44;0,02;0;6;0;4;2;ADJ,NOM,VER
nappés;nape;napper;VER;0,31;0,02;0;6;0;4;2;VER
narguais;naRgE;narguer;VER;1,93;0,02;0;8;0;0;2;VER
narguait;naRgE;narguer;VER;1,93;0,02;0;8;0;0;2;VER
narguez;naRge;narguer;VER;1,93;0,02;0;7;0;5;2;VER
narrant;naR@;narrer;VER;0,24;0,02;0;7;0;0;2;VER
natales;natal;natal;ADJ;5,71;0,02;0;7;0;5;2;ADJ
navales;naval;navale;NOM;0,05;0,02;0;7;0;5;2;ADJ,NOM
navigues;navig;naviguer;VER;8,71;0,02;0;8;0;0;2;VER
naîtrai;nEtRE;naître;VER;116,11;0,02;0;7;0;0;2;VER
neiges;nEZ;neiger;VER;7,87;0,02;0;6;0;3;1;NOM,VER
nerver;n2Rve;nerver;VER;0,35;0,02;1;6;6;4;2;VER
nettoya;netwaja;nettoyer;VER;61,95;0,02;0;7;0;0;3;VER
niaises;njEz;niais;ADJ;1,19;0,02;0;7;0;0;1;ADJ,NOM
nichés;niSe;nicher;VER;1,52;0,02;0;6;0;4;2;VER
nickelé;nik°le;nickelé;ADJ;0,35;0,02;1;7;7;5;3;VER,ADJ
nimbée;n5be;nimber;VER;0,17;0,02;0;6;0;4;2;VER,ADJ
nippon;nip§;nippon;NOM;0,06;0,02;1;6;6;4;2;ADJ,NOM
nippé;nipe;nipper;VER;0,38;0,02;0;5;0;4;2;VER
nippée;nipe;nipper;VER;0,38;0,02;0;6;0;4;2;VER
nitrite;nitRit;nitrite;NOM;0,02;0,02;1;7;6;6;2;NOM
nivelé;niv°le;niveler;VER;0,14;0,02;0;6;0;6;3;VER
niébé;njebe;niébé;NOM;0,02;0,02;1;5;4;4;2;NOM
noceurs;nos9R;noceur;NOM;0,17;0,02;0;7;0;4;2;NOM
nocher;noSe;nocher;NOM;0,02;0,02;1;6;5;3;2;NOM
noirâtre;nwaRatR;noirâtre;ADJ;0,02;0,02;1;8;5;5;2;ADJ
nommais;nomE;nommer;VER;45,6;0,02;0;7;0;0;2;VER
nommeras;nOm°Ra;nommer;VER;45,6;0,02;0;8;0;0;3;VER
normande;nORm@d;normand;NOM;0,04;0,02;0;8;0;0;2;ADJ,NOM
notariés;notaRje;notarié;ADJ;0,07;0,02;0;8;0;7;3;VER,ADJ
notifiée;notifje;notifier;VER;0,75;0,02;0;8;0;6;3;VER,ADJ
nouaient;nwE;nouer;VER;3,61;0,02;0;8;0;0;1;VER
nourries;nuRi;nourri;ADJ;2,98;0,02;0;8;0;4;2;ADJ,VER
nu-tête;nytEt;nu-tête;ADJ;0,02;0,02;1;7;4;4;2;ADJ
nubiens;nybj5;nubien;ADJ;0,17;0,02;0;7;0;4;2;ADJ,NOM
nuisez;n8ize;nuire;VER;14,74;0,02;0;6;0;0;2;VER
négrière;negRijER;négrier;NOM;0,33;0,02;0;8;0;0;3;NOM
néonazis;neonazi;néonazi;NOM;0,02;0,02;0;8;0;0;4;ADJ,NOM
néophyte;neofit;néophyte;ADJ;0,04;0,02;1;8;5;6;3;ADJ,NOM
népalais;nepalE;népalais;ADJ;0,03;0,02;1;8;4;4;3;ADJ,NOM
oblique;oblik;obliquer;VER;0,16;0,02;0;7;7;5;2;ADJ,NOM,VER
obliques;oblik;oblique;ADJ;0,83;0,02;0;8;0;5;2;ADJ,NOM
oblitéré;obliteRe;oblitéré;ADJ;0,03;0,02;1;8;8;8;4;VER,ADJ
oblong;obl§;oblong;ADJ;0,05;0,02;1;6;4;4;2;ADJ
obstruez;OpstRye;obstruer;VER;1,35;0,02;0;8;0;7;3;VER
octuple;Oktypl;octuple;ADJ;0,02;0,02;1;7;5;4;2;ADJ
océane;osean;océan;ADJ;0,02;0,02;0;6;0;0;3;ADJ
oeillade;9jad;oeillade;NOM;0,05;0,02;1;8;6;3;2;NOM
officiez;ofisje;officier;VER;7,15;0,02;0;8;0;6;3;VER
offrants;ofR@;offrant;ADJ;1,09;0,02;0;8;0;4;2;ADJ,NOM
offusqué;ofyske;offusqué;ADJ;0,04;0,02;1;8;8;6;3;VER,ADJ
oiselles;wazEl;oiselle;NOM;0,08;0,02;0;8;0;5;2;NOM
oison;waz§;oison;NOM;0,02;0,02;1;5;4;4;2;NOM
ombles;§bl;omble;NOM;0,03;0,02;0;6;0;3;1;NOM
ombrage;§bRaZ;ombrager;VER;0,03;0,02;0;7;7;5;2;NOM,VER
omnivore;OmnivOR;omnivore;ADJ;0,16;0,02;1;8;5;5;3;ADJ,NOM
onaniste;onanist;onaniste;NOM;0,02;0,02;1;8;7;6;3;NOM
ondatra;§datRa;ondatra;NOM;0,02;0,02;1;7;4;3;3;NOM
ondulées;§dyle;ondulé;ADJ;0,73;0,02;0;8;0;5;3;VER,ADJ
opaline;opalin;opalin;NOM;0,02;0,02;0;7;0;0;3;ADJ,NOM
opiacé;opjase;opiacé;ADJ;0,19;0,02;1;6;6;4;3;VER,ADJ,NOM
opine;opin;opiner;VER;0,38;0,02;0;5;0;0;2;VER
opiner;opine;opiner;VER;0,38;0,02;1;6;6;5;3;VER
optes;Opt;opter;VER;1,98;0,02;0;5;0;0;1;VER
optimaux;Optimo;optimal;ADJ;0,48;0,02;0;8;0;0;3;ADJ
opéreras;opeR°Ra;opérer;VER;29,59;0,02;0;8;0;0;4;VER
opérés;opeRe;opéré;ADJ;0,49;0,02;0;6;0;5;3;VER,ADJ,NOM
orantes;oR@t;orant;ADJ;0,02;0,02;0;7;0;0;2;ADJ
oratorio;oRatoRjo;oratorio;NOM;0,02;0,02;1;8;8;8;4;NOM
orbitons;ORbit§;orbiter;VER;0,03;0,02;0;8;0;0;3;VER
ormeaux;ORmo;ormeau;NOM;0,03;0,02;0;7;0;4;2;NOM
ornait;ORnE;orner;VER;3,11;0,02;0;6;0;0;2;VER
ornés;ORne;orner;VER;3,11;0,02;0;5;0;4;2;VER,ADJ
orphie;ORfi;orphie;NOM;0,02;0,02;1;6;6;4;2;NOM
osmium;OsmjOm;osmium;NOM;0,02;0,02;1;6;4;4;2;NOM
osmonde;Osm§d;osmonde;NOM;0,02;0,02;1;7;5;4;2;NOM
ossement;Os°m@;ossement;NOM;1,33;0,02;1;8;5;4;3;NOM
ostinato;Ostinato;ostinato;ADV;0,02;0,02;1;8;4;5;4;ADV
ouiche;wiS;ouiche;ONO;0,02;0,02;1;6;4;3;1;ONO
ourlées;uRle;ourler;VER;0,02;0,02;0;7;0;4;2;VER
ourses;uRs;ours;NOM;24,57;0,02;0;6;0;3;1;NOM
outremer;utR°mER;outremer;ADJ;0,02;0,02;1;8;6;6;3;ADJ,NOM
outres;utR;outre;NOM;4,45;0,02;0;6;0;3;1;NOM,VER
ouvragé;uvRaZe;ouvragé;ADJ;0,15;0,02;1;7;7;6;3;VER,ADJ
ouvré;uvRe;ouvrer;VER;0,02;0,02;0;5;5;4;2;VER,ADJ
ovarien;ovaRj5;ovarien;ADJ;0,07;0,02;1;7;7;6;3;ADJ
ovules;ovyl;ovuler;VER;0,11;0,02;0;6;0;4;2;NOM,VER
oxygénés;OksiZene;oxygéné;ADJ;0,49;0,02;0;8;0;8;4;ADJ
pacsons;paks§;pacson;NOM;0,06;0,02;0;7;0;5;2;NOM
pagaient;pagE;pagayer;VER;0,42;0,02;0;8;0;4;2;VER
pagaies;pagE;pagayer;VER;0,42;0,02;0;7;0;4;2;NOM,VER
pagayant;pagej@;pagayer;VER;0,42;0,02;0;8;0;0;3;VER
pagaye;pagaj;pagaye;NOM;0,02;0,02;1;6;6;5;2;NOM,VER
pageot;paZo;pageot;NOM;0,02;0,02;1;6;5;4;2;NOM
pailleté;paj°te;pailleter;VER;0,03;0,02;0;8;8;4;3;VER,ADJ
paillote;pajOt;paillote;NOM;0,02;0,02;1;8;8;4;2;NOM
palatin;palat5;palatin;ADJ;0,03;0,02;1;7;7;6;3;ADJ,NOM
palmaire;palmER;palmaire;ADJ;0,02;0,02;1;8;6;6;2;ADJ
palpant;palp@;palper;VER;1,81;0,02;0;7;0;0;2;VER
palpés;palpe;palper;VER;1,81;0,02;0;6;0;5;2;VER
panachés;panaSe;panaché;NOM;0,12;0,02;0;8;0;6;3;ADJ,NOM
panacées;panase;panacée;NOM;0,29;0,02;0;8;0;5;3;NOM
panini;panini;panini;NOM;0,02;0,02;1;6;5;5;3;NOM
panna;pana;panner;VER;0,14;0,02;0;5;0;0;2;VER
papal;papal;papal;ADJ;0,41;0,02;1;5;5;5;2;ADJ
papaux;papo;papal;ADJ;0,41;0,02;0;6;0;0;2;ADJ
papou;papu;papou;NOM;0,04;0,02;1;5;5;4;2;NOM
papous;papu;papou;NOM;0,04;0,02;0;6;0;4;2;NOM
paqueté;pak°te;paqueté;ADJ;0,02;0,02;1;7;7;6;3;ADJ
parai;paRE;parer;VER;30,5;0,02;0;5;0;4;2;VER
paraphes;paRaf;parapher;VER;0,64;0,02;0;8;0;5;2;NOM,VER
paraphés;paRafe;parapher;VER;0,64;0,02;0;8;0;6;3;VER
paresse;paREs;paresser;VER;0,42;0,02;0;7;7;5;2;NOM,VER
paressé;paRese;paresser;VER;0,42;0,02;0;7;0;5;3;VER
parlâmes;paRlam;parler;VER;1970,55;0,02;0;8;0;0;2;VER
parquez;paRke;parquer;VER;0,41;0,02;0;7;0;5;2;VER
parquées;paRke;parquer;VER;0,41;0,02;0;8;0;5;2;VER
parqués;paRke;parquer;VER;0,41;0,02;0;7;0;5;2;VER,ADJ
parsi;paRsi;parsi;NOM;0,02;0,02;1;5;5;5;2;ADJ,NOM
parâtre;paRatR;parâtre;NOM;0,02;0,02;1;7;4;6;2;NOM
passants;pas@;passant;ADJ;0,54;0,02;0;8;0;4;2;ADJ,NOM
pataquès;patakEs;pataquès;NOM;0,02;0,02;1;8;5;5;3;NOM
patches;patS;patch;NOM;1,11;0,02;0;7;0;4;1;NOM
patentes;pat@t;patente;NOM;0,16;0,02;0;8;0;5;2;ADJ,NOM
patina;patina;patiner;VER;2,54;0,02;0;6;0;0;3;VER
patiniez;patinje;patiner;VER;2,54;0,02;0;8;0;0;3;VER
patinées;patine;patiner;VER;2,54;0,02;0;8;0;6;3;VER
paumes;pom;paumer;VER;4,27;0,02;0;6;0;3;1;NOM,VER
paumées;pome;paumer;VER;4,27;0,02;0;7;0;4;2;VER,ADJ,NOM
paumées;pome;paumé;ADJ;2,46;0,02;0;7;0;4;2;VER,ADJ,NOM
pavez;pave;paver;VER;0,33;0,02;0;5;0;4;2;VER
peignés;peNe;peigné;ADJ;0,06;0,02;0;7;0;3;2;VER,ADJ,NOM
peinais;pEnE;peiner;VER;7,65;0,02;0;7;0;0;2;VER
peinturé;p5tyRe;peinturer;VER;0,02;0,02;0;8;0;0;3;VER
peloteur;p°lot9R;peloteur;NOM;0,03;0,02;1;8;7;6;3;NOM
pelés;p°le;peler;VER;1,78;0,02;0;5;0;4;2;VER,ADJ
pendable;p@dabl;pendable;ADJ;0,04;0,02;1;8;6;5;2;ADJ
pendais;p@dE;pendre;VER;42,99;0,02;0;7;0;0;2;VER
pensum;p5sOm;pensum;NOM;0,03;0,02;1;6;5;4;2;NOM
perdîmes;pERdim;perdre;VER;546,08;0,02;0;8;0;0;2;VER
perforés;pERfoRe;perforer;VER;1,45;0,02;0;8;0;7;3;VER,ADJ
perfusé;pERfyze;perfuser;VER;0,25;0,02;0;7;0;7;3;VER
perler;pERle;perler;VER;0,38;0,02;1;6;6;5;2;VER
persifle;pERsifl;persifler;VER;0,17;0,02;0;8;0;0;2;VER
persista;pERsista;persister;VER;3,66;0,02;0;8;0;0;3;VER
perçues;pERsy;percevoir;VER;7,41;0,02;0;7;0;5;2;VER,ADJ
perçus;pERsy;perçu;ADJ;0,31;0,02;0;6;0;5;2;VER,ADJ
pestant;pEst@;pester;VER;0,34;0,02;0;7;0;0;2;VER
pester;pEste;pester;VER;0,34;0,02;1;6;6;5;2;VER
pesées;p°ze;peser;VER;23,41;0,02;0;6;0;3;2;VER,NOM
pesés;p°ze;peser;VER;23,41;0,02;0;5;0;3;2;VER
peupla;p2pla;peupler;VER;4,58;0,02;0;6;0;0;2;VER
piaffent;pjaf;piaffer;VER;0,14;0,02;0;8;0;4;1;VER
picorant;pikoR@;picorer;VER;0,74;0,02;0;8;0;0;3;VER
picorent;pikOR;picorer;VER;0,74;0,02;0;8;0;0;2;VER
picoré;pikoRe;picorer;VER;0,74;0,02;0;6;0;6;3;VER
picotant;pikOt@;picoter;VER;0,74;0,02;0;8;0;0;3;VER
pigeonne;piZOn;pigeonner;VER;0,24;0,02;0;8;0;0;2;NOM,VER
pigerait;piZ°RE;piger;VER;41,77;0,02;0;8;0;0;3;VER
pigerez;piZ°Re;piger;VER;41,77;0,02;0;7;0;0;3;VER
pigne;piN;pigne;NOM;0,07;0,02;1;5;5;3;1;NOM
pignoufs;piNuf;pignouf;NOM;0,27;0,02;0;8;0;4;2;NOM
pilastre;pilastR;pilastre;NOM;0,03;0,02;1;8;5;5;2;NOM
pillera;pij°Ra;piller;VER;7,66;0,02;0;7;0;0;3;VER
pilliez;pije;piller;VER;7,66;0,02;0;7;0;4;2;VER
pilonnez;pilone;pilonner;VER;0,6;0,02;0;8;0;6;3;VER
pilonnée;pilone;pilonner;VER;0,6;0,02;0;8;0;6;3;VER
pilonnés;pilone;pilonner;VER;0,6;0,02;0;8;0;6;3;VER
pinacle;pinakl;pinacle;NOM;0,02;0,02;1;7;6;6;2;NOM
pinaille;pinaj;pinailler;VER;0,5;0,02;0;8;0;0;2;VER
pinaillé;pinaje;pinailler;VER;0,5;0,02;0;8;0;6;3;VER
pincerai;p5s°RE;pincer;VER;10,84;0,02;0;8;0;0;3;VER
pingres;p5gR;pingre;ADJ;0,58;0,02;0;7;0;4;1;ADJ,NOM
pinéal;pineal;pinéal;ADJ;0,23;0,02;1;6;4;5;3;ADJ
pinéales;pineal;pinéal;ADJ;0,23;0,02;0;8;0;5;3;ADJ
pioches;pjOS;piocher;VER;1,11;0,02;0;7;0;4;1;NOM,VER
pipée;pipe;pipée;NOM;0,02;0,02;1;5;4;4;2;NOM
piquage;pikaZ;piquage;NOM;0,02;0,02;1;7;6;5;2;NOM
piquants;pik@;piquant;ADJ;2,59;0,02;0;8;0;4;2;ADJ,NOM
piquouse;pikuz;piquouse;NOM;0,04;0,02;1;8;8;5;2;NOM
piquouze;pikuz;piquouze;NOM;0,05;0,02;1;8;7;5;2;NOM
piquées;pike;piqué;ADJ;1,06;0,02;0;7;0;4;2;VER,ADJ
piratant;piRat@;pirater;VER;2,84;0,02;0;8;0;0;3;VER
pissoir;piswaR;pissoir;NOM;0,02;0,02;1;7;6;4;2;NOM
pistache;pistaS;pistache;ADJ;0,02;0,02;1;8;8;6;2;ADJ,NOM
pisterai;pist°RE;pister;VER;1,9;0,02;0;8;0;0;3;VER
pistes;pist;pister;VER;1,9;0,02;0;6;0;4;1;NOM,VER
pistil;pistil;pistil;NOM;0,02;0,02;1;6;5;5;2;NOM
pitchoun;pitSun;pitchoun;NOM;0,03;0,02;1;8;8;6;2;NOM
piégeais;pjeZE;piéger;VER;21,77;0,02;0;8;0;0;2;VER
plagiats;plaZja;plagiat;NOM;0,38;0,02;0;8;0;6;2;NOM
planera;plan°Ra;planer;VER;7,86;0,02;0;7;0;0;3;VER
planiez;planje;planer;VER;7,86;0,02;0;7;0;0;2;VER
planquée;pl@ke;planqué;ADJ;1,67;0,02;0;8;0;5;2;VER,ADJ
plaquant;plak@;plaquer;VER;12,46;0,02;0;8;0;0;2;VER
plaqués;plake;plaqué;ADJ;0,42;0,02;0;7;0;5;2;VER,ADJ
plates;plat;plate;NOM;0,54;0,02;0;6;0;4;1;ADJ,NOM
playon;plEj§;playon;NOM;0,02;0,02;1;6;5;5;2;NOM
plaçai;plasE;placer;VER;52,94;0,02;0;6;0;5;2;VER
pleureur;pl2R9R;pleureur;NOM;0,47;0,02;1;8;7;5;2;ADJ,NOM
pleutres;pl2tR;pleutre;NOM;0,18;0,02;0;8;0;5;1;ADJ,NOM
pleuvine;pl9vin;pleuviner;VER;0,02;0,02;0;8;0;0;2;VER
pleyel;plEjEl;pleyel;NOM;0,02;0,02;1;6;4;5;2;NOM
pliaient;plijE;plier;VER;14,37;0,02;0;8;0;0;2;VER
plies;pli;plie;NOM;0,07;0,02;0;5;0;3;1;NOM,VER
plissant;plis@;plisser;VER;0,59;0,02;0;8;0;0;2;VER
plissent;plis;plisser;VER;0,59;0,02;0;8;0;0;1;VER
plissées;plise;plissé;ADJ;0,33;0,02;0;8;0;5;2;VER,ADJ
plombes;pl§b;plomber;VER;1,77;0,02;0;7;0;4;1;NOM,VER
plumée;plyme;plumée;NOM;0,02;0,02;1;6;5;5;2;VER,NOM
pochade;poSad;pochade;NOM;0,02;0,02;1;7;6;5;2;NOM
pochard;poSaR;pochard;ADJ;0,04;0,02;1;7;6;5;2;ADJ,NOM
pocharde;poSaRd;pochard;ADJ;0,04;0,02;0;8;0;0;2;ADJ,NOM
poches;pOS;pocher;VER;0,36;0,02;0;6;0;3;1;NOM,VER
pointées;pw5te;pointé;ADJ;1,36;0,02;0;8;0;5;2;VER,ADJ
poinçons;pw5s§;poinçon;NOM;0,37;0,02;0;8;0;5;2;NOM
poiroter;pwaRote;poiroter;VER;0,02;0,02;1;8;5;6;3;VER
poivré;pwavRe;poivré;ADJ;0,11;0,02;1;6;6;6;2;VER,ADJ
polacks;polak;polack;ADJ;0,06;0,02;0;7;0;5;2;ADJ,NOM
polios;poljo;polio;NOM;1,1;0,02;0;6;0;5;2;NOM
pommade;pomad;pommader;VER;0,02;0,02;0;7;7;5;2;NOM,VER
pommelés;pOm°le;pommelé;ADJ;0,28;0,02;0;8;0;5;3;ADJ
